,Unnamed: 0,Entry ID,Jurisdiction,Health Region,Implemented,Category,Type,Summary,Source,Level,Source type,Expired,Industry
42,81,MB170,Man.,Winnipeg,2020-11-12 00:00:00,Closures,Code Red: Critical,"What: All personal service businesses, such as hair salons, must close; All religious and cultural gathering places must close, but can provide services virtually; Gyms and fitness centres must close; Restaurants need to close to in-person dining, but can provide delivery, drive-thru and takeout; Retailers can continue to sell essential or non-essential items online, by telephone or by remote means for delivery or pick-up; and Recreational activities, sport facilities, casinos, museums, galleries, libraries, movie theatres and concert halls must close. Effective until: Dec 11, 2020. ",https://www.gov.mb.ca/covid19/restartmb/prs/winnipeg/index.html,Provincial/territorial,Government,,"Personal care, Fitness, Nightlife, Activities, Restaurants & eating places, Clothing stores"
43,82,MB079,Man.,Winnipeg,2020-11-20 00:00:00,Restrictions,Code Red: Critical,"What: Essential retail businesses, shopping centres and malls may reopen with restrictions. Retails must limit the number of members of the public at the business to 25% of the usual capacity of the premises or 250 persons, whichever is lower",https://www.gov.mb.ca/covid19/restartmb/prs/orders/essential-business.html,Provincial/territorial,Government,,Clothing stores
44,92,NB164,N.B.,Zone 1 (Moncton area),2020-10-22 00:00:00,Openings,Yellow level,What: Physical distances of 2m and masks in public spaces enforced. Limits not enforced.,https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0550.html,Regional,CIHI,,None
45,93,NB165,N.B.,Zone 1 (Moncton area),2020-11-19 00:00:00,Restrictions,Orange level,"What: Recreational and sport organizations may operate but are limited to practices and/or skills and drills within a single team. Physical distancing, screening and masks enforced. Limited capacities for businesses.",https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0617.html,Regional,CIHI,,None
46,96,NB167,N.B.,Zone 1 (Moncton area),2021-01-19 00:00:00,Closures,Red Level,"What: Personal services such as barbers, hair stylists or spas are closed. Gym and fitness facilities are closed, including other similar close contact sport or recreational businesses or facilities. Public spaces such as casinos, amusement centres, bingo halls, arcades, cinemas and large live performance venues are closed.",https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0039.html,Regional,Government,,"Nightlife, Personal care, Activities"
47,98,NS108,N.S.,Zone 4 - Central,2020-08-26 00:00:00,Openings,Openings - recreation,What: Community-based adult day programs can resume with an approved plan that meets public health guidelines.,https://novascotia.ca/coronavirus/restriction-updates/,Provincial/territorial,Government,,None
48,102,NS133,N.S.,Zone 4 - Central,2020-12-21 00:00:00,Openings,Openings - recreation,"Who: Effective 12:01a.m. December 21, 2020, the Art Gallery of Nova Scotia, all museums and public libraries may open and operate at full capacity, while adhering to the physical distancing and other public health requirements set out in this Order. all not-for- profit and for-profit fitness, recreational and leisure facilities may:
(a) open; and
(b) offer outdoor fitness classes at full capacity, while ensuring three metres (nine feet) physical distance between participants during high intensity activities. A retail business that engages in the retail sale, or rental, of items to the public shall comply with conditions.",https://novascotia.ca/coronavirus/docs/health-protection-act-order-by-the-medical-officer-of-health.pdf,Provincial/territorial,Government,,"Activities, Clothing stores"
49,103,NS109,N.S.,Zone 4 - Central,2020-09-15 00:00:00,Openings,Openings - recreation,"What: Day programs, supported employment and social enterprise service providers funded through the Department of Community Services’ Disability Support Program can open with an approved plan that meets public health guidelines.",https://novascotia.ca/coronavirus/restriction-updates/,Provincial/territorial,Government,,None
50,104,NS110,N.S.,Zone 4 - Central,2020-11-26 00:00:00,Closures,Closures - recreation,"What: Extra-curricular activities between schools are not permitted (like clubs, sports and other in-school activities). Dine-in restaurants (take-out only), events, festivals, sport activities, casinos, video lottery terminals (VLTs). Personal services businesses (like hairstylists, barber shops, spas, estheticians and nail salons) can’t provide services that require a client to remove their mask",https://novascotia.ca/coronavirus/county-restrictions/halifax/,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
51,105,NS134,N.S.,Zone 4 - Central,2021-01-04 00:00:00,Openings,Openings - non-essential services,"What: Halifax and Hants County restaurants can re-open for dine-in service. Restaurants can only serve dine-in customers until 10pm and must close by 11pm. Restaurants can continue to offer take-out, delivery and drive-thru service after 11pm.Halifax and Hants County liquor licensed (drinking) establishments (like bars, wineries, distillery tasting rooms and craft taprooms) can re-open for dine-in service. Liquor licensed (drinking) establishments can only serve dine-in customers until 10pm and must close by 11pm. Liquor licensed establishments can continue to offer take-out, delivery and drive-thru service after 11pm.",https://novascotia.ca/coronavirus/restriction-updates/,Regional,Government,,"Food & beverage stores, Nightlife, Restaurants & eating places"
52,106,NS136,N.S.,Zone 4 - Central,2021-01-25 00:00:00,Openings,Openings - recreation,"What: Gathering limit without social distancing for participants and officials in organized performing arts and sports - participants and officials in performing arts and sports (recreational, amateur and professional) can gather in groups of up to 50 people without social distancing for practices, rehearsals and regular local and regional competitions, games, tournaments and performances (performances can only be virtual); in-person spectators are not permitted.",https://novascotia.ca/coronavirus/restriction-updates/,Provincial/territorial,Government,,"Activities, Fitness"
53,119,ON220,Ont.,Durham,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
54,120,ON220,Ont.,Halton,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
55,121,ON220,Ont.,Hamilton,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
56,122,ON220,Ont.,Niagara,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
57,123,ON224,Ont.,Toronto,2020-07-31 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the city of Toronto and Peel Region to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-toronto-and-peel-region-into-stage-3.html,Regional,Government,,"Personal care, Fitness, Activities, Nightlife, Restaurants & eating places"
58,159,ON261,Ont.,Toronto,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Provincial/territorial,CIHI,,Nightlife
59,160,ON261,Ont.,Ottawa,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Provincial/territorial,CIHI,,Nightlife
60,161,ON261,Ont.,Hamilton,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Provincial/territorial,CIHI,,Nightlife
61,162,ON261,Ont.,Waterloo,2020-09-26 00:00:00,Closures,Closures - recreation,"Who: Ministry of Health
What: Ordered the closure of all strip clubs across the province 
Effective until:",https://news.ontario.ca/en/release/58548/new-public-health-measures-implemented-provincewide-to-keep-ontarians-safe,Provincial/territorial,CIHI,,Nightlife
