,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Source type,suggested_industry
21,AB169,Alta.,Edmonton,,2020-11-27 00:00:00,Closures,Closures - recreation,"What: Tradeshows, markets, sporting events, night clubs, indoor play centres, facilities (concert halls, auditoriums, community halls) closed and performances not permitted. ",https://www.alberta.ca/enhanced-public-health-measures.aspx,Not applicable,Regional,No,CIHI,"Activities, Nightlife"
22,AB169,Alta.,Calgary,,2020-11-30 00:00:00,Closures,Closures - education,What: Grades 7-12 students moved to at-home learning.,https://www.alberta.ca/enhanced-public-health-measures.aspx,Not applicable,Regional,No,CIHI,None
23,AB169,Alta.,Edmonton,,2020-11-30 00:00:00,Closures,Closures - education,What: Grades 7-12 students moved to at-home learning.,https://www.alberta.ca/enhanced-public-health-measures.aspx,Not applicable,Regional,No,CIHI,None
24,AB201,Alta.,Central Zone,2020-11-12 00:00:00,2020-11-13 00:00:00,Closures,Closures — recreation,"Who: Government of Alberta
What: Prohibited indoor group fitness classes, team sport activities and group performance activities in Edmonton and surrounding areas, Calgary and surrounding areas, Grande Prairie, Fort McMurray, Red Deer and Lethbridge
Effective until: 2020-11-27",https://www.alberta.ca/release.cfm?xID=756927430390D-E7C5-440A-32D359C85E48294A,Not applicable,Regional,No,CIHI,None
25,AB201,Alta.,Edmonton,2020-11-12 00:00:00,2020-11-13 00:00:00,Closures,Closures — recreation,"Who: Government of Alberta
What: Prohibited indoor group fitness classes, team sport activities and group performance activities in Edmonton and surrounding areas, Calgary and surrounding areas, Grande Prairie, Fort McMurray, Red Deer and Lethbridge
Effective until: 2020-11-27",https://www.alberta.ca/release.cfm?xID=756927430390D-E7C5-440A-32D359C85E48294A,Not applicable,Regional,No,CIHI,None
26,AB201,Alta.,Calgary,2020-11-12 00:00:00,2020-11-13 00:00:00,Closures,Closures — recreation,"Who: Government of Alberta
What: Prohibited indoor group fitness classes, team sport activities and group performance activities in Edmonton and surrounding areas, Calgary and surrounding areas, Grande Prairie, Fort McMurray, Red Deer and Lethbridge
Effective until: 2020-11-27",https://www.alberta.ca/release.cfm?xID=756927430390D-E7C5-440A-32D359C85E48294A,Not applicable,Regional,No,CIHI,None
27,AB231,Alta.,Central Zone,2020-12-08 00:00:00,2020-12-13 00:00:00,Restrictions,Restrictions — non-essential services,"Who: Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor service at restaurants, bars, lounges, cafes and other food and drink establishments. Restricted retail services to 15% capacity or 5 customers. Closed all personal and wellness services. 
Effective until:2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,https://www.alberta.ca/release.cfm?xID=76017B67ED950-D40C-FFF7-68D47A9194167F73 ,Provincial/territorial,No,CIHI,"Clothing stores, Nightlife, Personal care, Restaurants & eating places"
28,AB232,Alta.,Central Zone,2020-12-08 00:00:00,2020-12-13 00:00:00,Closures,Closures — recreation,"Who:Government of Alberta
What:The province moved to lockdown-enhanced. Prohibited indoor and outdoor sports and closed recreational centers including gyms and fitness studios. Outdoor group physical activity limited to 10 people or less, highly recommended being within single households. Limited performance activities such as dancing, theatre and musical instruments to a maximum of 2 people indoors and 10 people outdoors. Closed all indoor and outdoor entertainment facilities such as casinos, libraries, raceways and movie theaters.
Effective until: 2021-01-21",https://www.alberta.ca/release.cfm?xID=75859ADEA5D5E-045D-2386-0CB140C175A800DD,https://open.alberta.ca/dataset/4cccb47f-c26a-40bf-b95e-caaf04892164/resource/3a7a124f-1d12-485b-b7b1-09bddf61f29e/download/health-cmoh-record-of-decision-cmoh-order-42-2020.pdf,Provincial/territorial,No,CIHI,"Fitness, Nightlife"
37,BC178,B.C.,Vancouver Coastal,2020-11-07 00:00:00,2020-11-07 00:00:00,Closures,Closures - recreation,"What: Indoor group exercises, sports and competitions, recreation centres, restrictions to social gatherings and non-essential travel. Effective until: Dec 7, 2020.",https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-vch-fh.pdf,Not applicable,Regional,No,Government,Fitness
38,BC179,B.C.,Interior,,2020-11-19 00:00:00,Closures,Closures - recreation,"What: Galas, musical theatre performances, seasonal activities including indoor and outdoor holiday events, silent auctions, movie viewings in cinemas. Businesses, recreation centres or other organizations that organize or operate high risk indoor group physical activities must suspend the following activities: spin, yoga, HIIT. Venues that organize or operate other types of indoor group physical activities must suspend them temporarily while new guidance is being developed. These include: dance studios, gymnastics, cheerleading, martial arts, pilates, strength and conditioning. Effective until: Dec 7, 2020.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Government,"Fitness, Activities"
39,BC179,B.C.,Island,,2020-11-19 00:00:00,Closures,Closures - recreation,"What: Galas, musical theatre performances, seasonal activities including indoor and outdoor holiday events, silent auctions, movie viewings in cinemas. Businesses, recreation centres or other organizations that organize or operate high risk indoor group physical activities must suspend the following activities: spin, yoga, HIIT. Venues that organize or operate other types of indoor group physical activities must suspend them temporarily while new guidance is being developed. These include: dance studios, gymnastics, cheerleading, martial arts, pilates, strength and conditioning. Effective until: Dec 7, 2020.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Government,"Fitness, Activities"
40,BC179,B.C.,Fraser,,2020-11-19 00:00:00,Closures,Closures - recreation,"What: Galas, musical theatre performances, seasonal activities including indoor and outdoor holiday events, silent auctions, movie viewings in cinemas. Businesses, recreation centres or other organizations that organize or operate high risk indoor group physical activities must suspend the following activities: spin, yoga, HIIT. Venues that organize or operate other types of indoor group physical activities must suspend them temporarily while new guidance is being developed. These include: dance studios, gymnastics, cheerleading, martial arts, pilates, strength and conditioning. Effective until: Dec 7, 2020.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Government,"Fitness, Activities"
41,BC179,B.C.,Vancouver Coastal,,2020-11-19 00:00:00,Closures,Closures - recreation,"What: Galas, musical theatre performances, seasonal activities including indoor and outdoor holiday events, silent auctions, movie viewings in cinemas. Businesses, recreation centres or other organizations that organize or operate high risk indoor group physical activities must suspend the following activities: spin, yoga, HIIT. Venues that organize or operate other types of indoor group physical activities must suspend them temporarily while new guidance is being developed. These include: dance studios, gymnastics, cheerleading, martial arts, pilates, strength and conditioning. Effective until: Dec 7, 2020.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Government,"Fitness, Activities"
50,BC200,B.C.,Interior,2020-09-08 00:00:00,2020-09-08 00:00:00,Closures,Closures - non-essential services,"Who: Ministry of Health
What: Announced that all nightclubs and stand-alone banquet halls are closed until further notice
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,Nightlife
51,BC200,B.C.,Island,2020-09-08 00:00:00,2020-09-08 00:00:00,Closures,Closures - non-essential services,"Who: Ministry of Health
What: Announced that all nightclubs and stand-alone banquet halls are closed until further notice
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,Nightlife
52,BC200,B.C.,Fraser,2020-09-08 00:00:00,2020-09-08 00:00:00,Closures,Closures - non-essential services,"Who: Ministry of Health
What: Announced that all nightclubs and stand-alone banquet halls are closed until further notice
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,Nightlife
53,BC200,B.C.,Vancouver Coastal,2020-09-08 00:00:00,2020-09-08 00:00:00,Closures,Closures - non-essential services,"Who: Ministry of Health
What: Announced that all nightclubs and stand-alone banquet halls are closed until further notice
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,Nightlife
54,BC201,B.C.,Interior,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - non-essential services,"Who: Ministry of Health
What: Announced that all liquor sales in all bars, pubs and restaurants must stop by 10 p.m. 
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores, Restaurants & eating places"
55,BC201,B.C.,Island,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - non-essential services,"Who: Ministry of Health
What: Announced that all liquor sales in all bars, pubs and restaurants must stop by 10 p.m. 
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores, Restaurants & eating places"
56,BC201,B.C.,Fraser,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - non-essential services,"Who: Ministry of Health
What: Announced that all liquor sales in all bars, pubs and restaurants must stop by 10 p.m. 
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores, Restaurants & eating places"
57,BC201,B.C.,Vancouver Coastal,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - non-essential services,"Who: Ministry of Health
What: Announced that all liquor sales in all bars, pubs and restaurants must stop by 10 p.m. 
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores, Restaurants & eating places"
58,BC203,B.C.,Interior,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,CIHI,None
59,BC203,B.C.,Island,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,CIHI,None
60,BC203,B.C.,Fraser,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,CIHI,None
61,BC203,B.C.,Vancouver Coastal,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,CIHI,None
62,BC207,B.C.,Interior,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores"
63,BC207,B.C.,Island,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores"
64,BC207,B.C.,Fraser,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores"
65,BC207,B.C.,Vancouver Coastal,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,CIHI,"Nightlife, Food & beverage stores"
66,BC208,B.C.,Interior,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Clothing stores, General merchandise stores, Restaurants & eating places, Food & beverage stores"
67,BC208,B.C.,Interior,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Fitness, Activities"
68,BC208,B.C.,Island,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Clothing stores, General merchandise stores, Restaurants & eating places, Food & beverage stores"
69,BC208,B.C.,Island,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Fitness, Activities"
70,BC208,B.C.,Fraser,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Clothing stores, General merchandise stores, Restaurants & eating places, Food & beverage stores"
71,BC208,B.C.,Fraser,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Fitness, Activities"
72,BC208,B.C.,Vancouver Coastal,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Nightlife, Clothing stores, General merchandise stores, Restaurants & eating places, Food & beverage stores"
73,BC208,B.C.,Vancouver Coastal,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,CIHI,"Fitness, Activities"
89,NB162,N.B.,Zone 2 (Saint John area),2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Department of Education and Early Childhood Development
What: Began opening public schools for the first day of classes across the province
Effective until:",https://www2.gnb.ca/content/gnb/en/departments/education/k12/content/calendar.html,,Provincial/territorial,No,CIHI,None
90,NB162,N.B.,Zone 1 (Moncton area),2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Department of Education and Early Childhood Development
What: Began opening public schools for the first day of classes across the province
Effective until:",https://www2.gnb.ca/content/gnb/en/departments/education/k12/content/calendar.html,,Provincial/territorial,No,CIHI,None
92,NB164,N.B.,Zone 1 (Moncton area),,2020-10-22 00:00:00,Openings,Yellow level,What: Physical distances of 2m and masks in public spaces enforced. Limits not enforced.,https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0550.html,,Regional,No,CIHI,None
93,NB165,N.B.,Zone 1 (Moncton area),,2020-11-19 00:00:00,Restrictions,Orange level,"What: Recreational and sport organizations may operate but are limited to practices and/or skills and drills within a single team. Physical distancing, screening and masks enforced. Limited capacities for businesses.",https://www2.gnb.ca/content/gnb/en/news/news_release.2020.11.0617.html,,Regional,No,CIHI,None
96,NS108,N.S.,Zone 4 - Central,,2020-08-26 00:00:00,Openings,Openings - recreation,What: Community-based adult day programs can resume with an approved plan that meets public health guidelines.,https://novascotia.ca/coronavirus/restriction-updates/,,Provincial/territorial,No,Government,None
97,NS109,N.S.,Zone 4 - Central,,2020-09-15 00:00:00,Openings,Openings - recreation,"What: Day programs, supported employment and social enterprise service providers funded through the Department of Community Services’ Disability Support Program can open with an approved plan that meets public health guidelines.",https://novascotia.ca/coronavirus/restriction-updates/,,Provincial/territorial,No,Government,None
98,NS110,N.S.,Zone 4 - Central,,2020-11-26 00:00:00,Closures,Closures - recreation,"What: Extra-curricular activities between schools are not permitted (like clubs, sports and other in-school activities). Dine-in restaurants (take-out only), events, festivals, sport activities, casinos, video lottery terminals (VLTs). Personal services businesses (like hairstylists, barber shops, spas, estheticians and nail salons) can’t provide services that require a client to remove their mask",https://novascotia.ca/coronavirus/county-restrictions/halifax/,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
101,NS132,N.S.,Zone 4 - Central,2020-09-02 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Department of Health and Wellness, Department of Education and Early Childhood Development
What: Opened public schools for first day of classes
Effective until:",https://novascotia.ca/news/release/?id=20200902004,,Provincial/territorial,No,CIHI,None
102,NS133,N.S.,Zone 4 - Central,,2020-12-21 00:00:00,Openings,,"Who: Effective 12:01a.m. December 21, 2020, the Art Gallery of Nova Scotia, all museums and public libraries may open and operate at full capacity, while adhering to the physical distancing and other public health requirements set out in this Order. all not-for- profit and for-profit fitness, recreational and leisure facilities may:
(a) open; and
(b) offer outdoor fitness classes at full capacity, while ensuring three metres (nine feet) physical distance between participants during high intensity activities. A retail business that engages in the retail sale, or rental, of items to the public shall comply with conditions.",https://novascotia.ca/coronavirus/docs/health-protection-act-order-by-the-medical-officer-of-health.pdf,Not applicable,Provincial/territorial,No,Government,"Clothing stores, Activities"
103,NS134,N.S.,Zone 4 - Central,,2021-01-04 00:00:00,Openings,Openings - non-essential services,"What: Halifax and Hants County restaurants can re-open for dine-in service. Restaurants can only serve dine-in customers until 10pm and must close by 11pm. Restaurants can continue to offer take-out, delivery and drive-thru service after 11pm.Halifax and Hants County liquor licensed (drinking) establishments (like bars, wineries, distillery tasting rooms and craft taprooms) can re-open for dine-in service. Liquor licensed (drinking) establishments can only serve dine-in customers until 10pm and must close by 11pm. Liquor licensed establishments can continue to offer take-out, delivery and drive-thru service after 11pm.",https://novascotia.ca/coronavirus/restriction-updates/,Not applicable,Regional,No,Government,"Nightlife, Food & beverage stores, Restaurants & eating places"
105,ON220,Ont.,Halton,2020-07-20 00:00:00,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
106,ON220,Ont.,Durham,2020-07-20 00:00:00,2020-07-24 00:00:00,Openings,Openings - non-essential services,"Who: Government of Ontario
What: Permitted nearly all businesses and public spaces in the 7 public health units that have entered Stage 3 to reopen; high-risk places and activities that are not yet safe to open include amusement and water parks; buffet-style food services; dancing at restaurants and bars; overnight stays at camps for children; private karaoke rooms; prolonged or deliberate contact while playing sports; saunas, steam rooms, bath houses and oxygen bars; and table games at casinos and gaming establishments 
Effective until: ",https://news.ontario.ca/opo/en/2020/07/ontario-moving-more-regions-into-stage-3.html,,Regional,No,Government,"Fitness, Activities, Nightlife, Restaurants & eating places, Personal care"
